age,annual_income,num_bank_accounts,num_credit_cards,interest_rate,num_loans,delay_from_due_date_days,num_delayed_payments,credit_card_utilization,credit_history_age_months,outstanding_debt,debt_to_income_ratio,credit_score_class
62,42334.88,8,2,12.8,0,16,1,0.6877,162,8575.94,20.26,0
68,144339.92,7,7,22.63,4,9,3,0.8482,99,33618.24,23.29,0
25,64672.0,3,5,12.84,0,12,4,0.9472,272,14586.29,22.55,0
44,59135.77,9,1,34.55,5,9,4,0.708,26,25510.39,43.14,0
44,35099.89,5,5,14.29,1,3,4,0.3331,132,6604.82,18.82,0
51,56256.57,9,3,12.26,1,12,3,0.3191,352,28833.83,51.25,1
38,133347.85,7,7,13.35,2,17,5,0.3282,356,7713.04,5.78,2
47,149505.14,7,6,31.89,7,3,3,0.1381,355,23700.67,15.85,2
50,64721.79,6,8,24.09,0,0,3,0.0982,117,17826.06,27.54,1
45,75562.44,2,5,26.92,7,5,6,0.5728,239,5300.19,7.01,1
64,112479.58,9,2,32.54,5,18,3,0.7795,39,1068.23,0.95,0
50,134636.43,6,9,32.36,4,10,3,0.0825,85,32590.04,24.21,1
22,95060.99,8,11,27.17,4,9,5,0.56,88,4574.03,4.81,0
65,67855.97,1,8,10.93,6,13,5,0.3846,34,24732.31,36.45,0
36,70703.95,5,6,30.3,3,11,3,0.8532,136,22913.44,32.41,0
21,108908.45,1,10,11.11,2,7,3,0.1808,16,12091.86,11.1,0
52,15434.47,8,7,27.29,5,6,1,0.5571,67,6651.32,43.09,0
66,98644.56,8,9,25.57,7,1,0,0.9238,38,6405.82,6.49,0
34,62991.56,1,7,27.77,5,4,3,0.3605,141,20569.41,32.65,1
61,122216.64,9,3,20.98,6,3,2,0.7176,93,19232.86,15.74,0
45,27553.74,2,6,24.16,6,9,1,0.8442,22,30682.54,111.36,0
47,94407.31,9,11,33.6,4,3,4,0.2176,96,22472.11,23.8,1
46,79931.34,1,11,8.03,7,0,2,0.9433,304,28710.77,35.92,2
63,101713.95,9,7,14.27,3,0,3,0.7784,258,1327.97,1.31,2
23,23755.24,4,2,23.34,4,5,0,0.1738,78,23550.56,99.14,0
52,93297.81,9,3,33.92,3,3,4,0.3298,211,8333.06,8.93,1
58,90800.42,7,4,7.87,1,2,3,0.6125,266,8998.8,9.91,2
54,90689.11,6,10,5.68,5,0,4,0.8464,183,25276.06,27.87,1
41,96470.83,5,6,6.67,6,3,2,0.2254,317,27811.47,28.83,2
46,106323.17,9,1,6.57,1,0,2,0.7081,318,13136.39,12.36,2
66,123673.51,2,9,32.23,7,2,4,0.2936,225,27694.67,22.39,2
63,51425.8,2,5,26.64,4,2,2,0.7749,178,15642.31,30.42,0
48,126381.67,9,7,25.31,2,3,2,0.6651,170,30046.06,23.77,1
52,82264.52,3,9,20.68,0,3,4,0.5206,333,1066.65,1.3,2
50,25402.87,8,9,28.46,2,1,1,0.6349,340,3105.63,12.23,1
69,22904.38,9,1,9.67,2,9,3,0.8388,225,27217.04,118.83,0
38,60122.17,8,1,16.76,0,2,0,0.3978,297,21918.32,36.46,2
49,120961.09,4,3,19.7,5,1,3,0.7423,166,19653.9,16.25,1
40,110536.93,1,6,8.31,1,0,1,0.193,253,21566.46,19.51,2
50,121463.02,4,2,17.59,1,1,2,0.6811,76,32570.63,26.82,1
20,84831.32,9,10,14.5,5,0,3,0.7256,97,23012.69,27.13,0
35,74426.86,2,11,6.07,0,0,2,0.4487,326,22732.17,30.54,2
42,34906.09,3,1,9.1,3,4,1,0.7643,250,26629.59,76.29,0
59,59306.02,8,1,27.92,2,4,2,0.5514,29,30358.4,51.19,0
48,73592.61,6,5,5.54,4,3,1,0.8926,50,9314.55,12.66,0
20,26961.06,8,4,33.03,1,7,6,0.1512,194,21662.86,80.35,0
57,44782.61,7,1,7.59,5,0,1,0.1677,291,20522.33,45.83,2
63,95760.41,5,4,28.98,4,13,1,0.8082,326,4892.76,5.11,1
41,114314.52,9,3,31.96,6,0,0,0.8081,346,18307.03,16.01,2
67,149776.91,4,2,33.23,0,5,2,0.4741,88,2620.36,1.75,2
49,140970.3,6,9,31.02,4,0,1,0.9176,227,6636.59,4.71,2
64,101746.3,2,11,13.63,7,10,3,0.6615,357,31971.12,31.42,2
39,71868.49,2,1,14.99,4,3,1,0.9346,348,4349.66,6.05,1
40,100883.94,2,7,17.8,7,0,5,0.5292,224,20346.29,20.17,1
19,121062.97,7,4,9.18,2,4,3,0.2315,223,11457.13,9.46,2
44,30975.39,2,5,5.67,0,0,3,0.45,195,19524.9,63.03,1
59,70337.16,2,10,31.07,4,7,0,0.9324,72,8377.08,11.91,0
19,128373.31,9,5,21.62,1,5,3,0.3834,36,15664.41,12.2,1
43,66817.45,7,1,23.26,0,1,1,0.9113,327,30383.2,45.47,1
34,92202.76,3,6,32.81,1,2,5,0.7673,255,13292.35,14.42,1
57,94348.86,3,9,24.95,5,0,2,0.4479,59,12485.48,13.23,1
50,39904.29,7,2,25.73,5,5,2,0.5377,15,15724.91,39.41,0
26,63901.78,5,7,28.61,6,1,3,0.5967,171,3697.15,5.79,1
60,60159.02,6,6,8.49,3,4,7,0.6492,344,13679.68,22.74,2
65,18536.56,8,5,15.8,5,15,2,0.119,290,440.13,2.37,1
56,18265.89,9,4,34.05,4,1,2,0.8902,158,17718.22,97.0,0
46,127279.1,1,4,32.69,0,23,4,0.5873,37,29708.35,23.34,0
59,51864.56,3,6,31.52,5,5,4,0.888,22,19412.14,37.43,0
43,84940.63,7,4,18.56,1,1,2,0.6187,306,21348.84,25.13,2
52,55327.95,6,5,30.72,4,2,1,0.4379,310,1263.61,2.28,2
67,141991.7,7,6,6.45,5,6,3,0.5602,348,30111.12,21.21,2
42,50005.06,8,5,9.46,7,2,3,0.7966,151,13598.12,27.19,1
41,73003.67,6,7,17.42,7,0,6,0.3435,80,34124.87,46.74,0
30,132818.58,3,9,19.5,2,0,0,0.9108,129,4392.19,3.31,2
24,128661.03,2,10,12.91,1,7,2,0.4694,57,33074.58,25.71,0
53,40123.69,7,7,15.69,6,5,1,0.9106,195,22273.32,55.51,0
62,123356.85,1,7,9.88,6,4,2,0.8427,146,2021.44,1.64,2
37,76855.23,3,4,19.67,6,0,5,0.7409,93,34015.13,44.26,0
18,80200.8,4,1,28.82,1,9,1,0.4707,89,682.78,0.85,1
25,33019.8,1,8,24.84,6,16,4,0.5783,248,25628.37,77.62,0
63,25881.2,5,4,8.23,3,0,6,0.8042,111,31155.64,120.38,0
33,113271.81,3,1,19.63,2,0,2,0.5397,97,6318.24,5.58,1
31,82022.26,2,5,25.93,3,10,2,0.7144,26,12148.83,14.81,0
29,73974.84,3,8,20.9,7,8,4,0.7616,11,19730.78,26.67,0
68,113483.61,8,4,16.75,5,4,1,0.5118,226,23857.36,21.02,2
40,118344.24,6,8,23.66,2,14,3,0.5326,314,30541.28,25.81,1
32,36452.6,7,8,34.06,1,5,2,0.2281,92,26685.25,73.21,0
45,97380.4,6,3,7.85,3,1,7,0.2703,185,12843.92,13.19,2
51,33272.8,6,9,16.7,4,6,1,0.8644,347,28795.85,86.54,0
19,116435.64,3,3,17.2,2,5,3,0.8063,357,33819.47,29.05,2
49,103688.95,8,1,22.31,1,21,3,0.0591,251,8099.12,7.81,1
40,144142.97,7,2,9.57,0,1,5,0.8324,179,2778.53,1.93,1
39,24309.33,7,6,10.3,2,4,5,0.0727,118,15046.37,61.9,0
68,22702.39,6,10,13.56,2,7,3,0.4625,76,30872.62,135.99,0
42,53095.26,5,2,33.68,5,2,4,0.1107,163,5430.14,10.23,1
39,50330.27,8,6,27.02,4,2,2,0.9219,304,31025.78,61.64,0
39,48342.14,5,1,24.85,5,10,4,0.9251,242,34729.01,71.84,0
66,137344.37,9,11,29.51,6,2,2,0.5998,192,2079.28,1.51,2
69,48688.74,9,1,8.83,2,4,4,0.403,248,17434.92,35.81,1
59,51713.21,1,5,30.78,7,11,0,0.5108,171,11645.22,22.52,0
23,117518.77,6,10,22.84,2,1,3,0.7361,39,13900.06,11.83,1
32,75714.88,7,11,15.06,6,20,3,0.2509,260,15916.89,21.02,1
60,119855.93,3,9,29.48,4,6,3,0.4476,307,25941.7,21.64,2
54,23824.43,7,8,29.08,4,3,1,0.7135,225,20777.23,87.21,0
50,80822.11,7,3,30.37,7,2,4,0.4059,37,33649.8,41.63,0
25,19537.84,2,3,8.47,7,15,0,0.0788,262,11780.21,60.29,1
61,23458.18,7,1,34.08,3,1,4,0.5067,238,19044.34,81.18,0
61,137369.06,1,3,33.79,1,1,2,0.7137,220,28503.83,20.75,2
22,33798.13,5,11,15.72,1,1,6,0.9291,247,13181.39,39.0,0
56,86876.79,9,1,6.98,3,1,2,0.0833,250,16392.41,18.87,2
21,70497.91,7,8,10.01,1,3,4,0.5359,25,24037.11,34.1,0
23,61891.35,7,1,34.78,2,22,3,0.4549,215,30153.9,48.72,0
62,136477.5,2,5,21.89,3,10,6,0.2682,215,14665.72,10.75,1
49,17946.16,8,9,15.7,3,1,3,0.624,77,18711.88,104.27,0
69,104611.61,3,7,13.65,1,2,2,0.1973,167,34134.26,32.63,1
47,145058.25,8,4,12.71,0,5,2,0.3055,183,1677.93,1.16,2
64,90622.7,3,11,24.92,7,0,3,0.7536,16,15798.36,17.43,0
52,141471.03,7,9,17.58,1,8,2,0.4644,304,22332.17,15.79,2
57,22054.81,2,9,33.96,5,10,2,0.9443,271,493.28,2.24,0
69,71537.1,4,2,25.52,0,9,4,0.3978,13,20968.17,29.31,0
33,50121.3,6,10,28.76,3,2,3,0.4669,280,2155.76,4.3,2
30,113660.83,9,10,13.78,0,3,7,0.3202,198,30043.03,26.43,1
67,147475.11,5,11,7.38,2,0,6,0.2627,316,28286.6,19.18,2
59,49631.56,9,6,19.63,4,2,4,0.8801,264,1322.48,2.66,0
47,103313.57,5,4,14.44,0,3,4,0.7239,58,1898.38,1.84,1
36,41743.18,8,8,11.06,5,11,3,0.3501,305,26425.76,63.31,1
34,91319.58,1,11,33.58,4,11,3,0.6801,101,13060.16,14.3,0
36,77630.89,7,7,18.32,2,16,5,0.9192,309,20210.9,26.03,1
45,146220.72,4,7,10.24,5,10,1,0.1166,315,9607.42,6.57,2
43,97151.18,5,11,10.96,6,0,5,0.2881,97,6219.32,6.4,1
54,62183.36,6,10,13.42,4,5,2,0.2305,149,10503.48,16.89,2
43,30402.93,5,9,34.98,6,0,8,0.8328,312,8785.64,28.9,0
40,35418.32,1,5,13.04,2,1,5,0.2113,23,15801.1,44.61,0
26,45417.79,9,6,14.86,4,4,3,0.3273,131,26184.33,57.65,1
29,48880.5,2,1,24.78,4,6,3,0.5395,159,19483.7,39.86,0
18,129833.17,9,6,13.82,1,5,2,0.609,11,21399.41,16.48,0
18,90765.08,2,2,11.47,5,0,2,0.7774,339,16558.74,18.24,2
64,85657.77,9,6,9.76,7,0,2,0.4166,343,11500.73,13.43,2
51,30493.8,6,9,14.38,5,0,6,0.5308,341,5194.11,17.03,2
49,131118.86,9,8,8.18,0,0,0,0.9189,93,12538.88,9.56,1
65,112579.93,6,9,5.56,6,0,1,0.3176,274,23348.91,20.74,2
42,24135.23,6,10,29.14,6,5,3,0.2733,70,25735.45,106.63,0
57,110557.74,2,8,9.14,5,8,6,0.6895,171,16527.52,14.95,1
62,88377.66,8,3,28.28,5,2,3,0.744,69,22645.91,25.62,0
18,26032.92,3,8,28.93,4,5,4,0.4233,275,7526.83,28.91,1
33,76870.59,7,6,21.14,6,1,1,0.2417,150,30130.31,39.2,1
56,80434.0,5,6,14.29,3,18,4,0.751,338,30334.59,37.71,1
22,37379.56,3,6,9.35,7,2,2,0.6534,274,11347.41,30.36,2
39,142669.25,1,3,27.1,1,9,5,0.8386,334,19260.39,13.5,2
46,129746.68,8,10,23.04,7,14,3,0.8099,11,21311.84,16.43,0
20,105318.02,3,1,24.66,0,10,2,0.2347,126,16640.57,15.8,1
29,77409.9,2,4,5.26,7,0,5,0.7991,355,31907.75,41.22,1
43,70588.35,1,10,32.83,1,5,1,0.2077,318,25942.15,36.75,2
33,102881.42,4,6,6.99,0,0,3,0.8273,314,23603.37,22.94,2
68,88633.3,8,11,16.0,2,0,1,0.7433,307,18299.24,20.65,2
54,23406.87,3,10,17.08,4,0,4,0.5629,339,3152.69,13.47,2
39,84187.86,1,2,5.04,5,12,2,0.628,137,3952.18,4.69,1
46,123864.49,4,7,19.91,5,11,3,0.1437,295,10605.51,8.56,2
31,76997.38,9,7,27.58,3,1,3,0.0859,194,7560.97,9.82,2
45,22014.14,1,11,29.7,7,3,2,0.3476,214,33348.08,151.48,0
22,121147.56,2,4,31.38,6,15,4,0.7893,47,14461.48,11.94,0
64,42184.11,9,4,19.63,6,3,1,0.4692,83,30705.87,72.79,0
66,49913.81,2,1,23.92,1,2,3,0.2511,325,28669.17,57.44,2
47,37235.36,3,2,7.39,1,3,3,0.8011,150,28477.45,76.48,0
63,59579.03,7,9,19.64,1,7,2,0.2558,291,7706.62,12.94,1
69,117161.45,3,10,9.64,6,3,5,0.7839,176,15766.8,13.46,1
22,85117.09,9,8,16.09,5,7,4,0.4577,98,11264.73,13.23,0
29,42658.97,6,8,14.88,6,2,2,0.4671,268,33970.3,79.63,0
33,133507.06,3,9,17.71,1,1,6,0.2954,28,30710.7,23.0,1
43,133743.55,9,7,22.15,4,1,5,0.8602,297,8897.34,6.65,2
43,132528.09,1,9,32.09,0,0,1,0.1299,147,11110.51,8.38,2
65,47237.49,3,10,16.83,5,3,2,0.18,153,18606.04,39.39,1
38,75917.31,1,2,34.43,4,0,1,0.6223,121,9895.48,13.03,1
56,147973.6,2,6,27.77,2,8,2,0.8151,86,28893.64,19.53,0
53,119221.68,8,3,20.34,7,2,4,0.1359,30,28709.25,24.08,1
50,18667.6,7,11,24.32,4,7,3,0.7104,120,25407.05,136.1,0
47,23802.62,2,6,8.07,7,15,3,0.7183,99,24188.0,101.62,0
54,77630.74,2,3,30.34,4,9,6,0.5734,310,19246.09,24.79,1
40,137744.73,9,8,22.47,2,15,1,0.4881,190,12279.51,8.91,1
27,87724.74,6,11,34.58,4,4,2,0.339,288,29325.46,33.43,2
22,82204.69,5,4,24.09,0,0,7,0.3663,160,30087.36,36.6,0
53,29238.95,6,10,30.02,5,13,0,0.657,179,1922.93,6.58,0
51,103665.31,9,6,28.99,7,10,2,0.1088,356,14071.96,13.57,2
69,125983.93,7,9,15.36,3,9,2,0.5764,178,1126.64,0.89,2
48,66356.7,9,2,12.79,6,5,6,0.3009,159,29413.81,44.33,1
27,119707.6,4,2,17.91,2,4,2,0.4699,19,6362.84,5.32,1
36,145204.35,2,7,19.02,7,0,3,0.5531,309,23650.56,16.29,2
49,42508.47,8,2,12.2,5,6,4,0.8471,133,12636.68,29.73,1
18,85649.5,4,2,31.84,1,0,3,0.5712,346,28599.08,33.39,2
22,53763.62,9,4,21.28,7,1,3,0.2544,97,17937.1,33.36,0
62,122035.35,4,9,34.35,0,4,2,0.1215,276,11489.19,9.41,2
21,92975.1,8,8,29.3,3,3,0,0.6143,227,11470.7,12.34,1
33,100668.63,9,2,21.67,0,0,2,0.5405,312,11577.07,11.5,2
41,122718.41,9,8,33.41,7,8,6,0.6546,315,27642.56,22.53,1
33,68456.01,4,4,20.15,0,10,4,0.4635,113,24946.82,36.44,0
19,138537.16,1,2,31.61,1,5,4,0.7926,336,11308.65,8.16,2
66,86958.9,3,11,15.74,3,3,3,0.8782,33,17259.24,19.85,0
45,36323.9,9,10,16.36,6,16,4,0.086,202,2850.14,7.85,1
49,108946.38,4,7,17.54,0,0,1,0.7197,205,28997.01,26.62,1
44,122090.28,5,6,21.4,1,6,3,0.0816,159,9455.23,7.74,2
37,57762.83,7,10,21.6,2,0,1,0.4506,75,31145.03,53.92,0
41,130719.2,5,5,19.89,1,2,3,0.4654,165,20968.52,16.04,2
29,137329.34,4,11,14.18,4,4,0,0.6766,357,19960.14,14.53,2
67,52382.11,2,1,32.82,7,6,3,0.3672,108,5862.61,11.19,1
52,147775.4,2,2,22.66,5,0,0,0.7888,241,2619.83,1.77,2
50,33996.06,4,8,17.23,7,1,4,0.3586,194,19431.06,57.16,0
50,42272.12,9,1,24.54,7,3,1,0.3583,348,16486.02,39.0,2
68,39870.35,8,3,28.04,1,3,2,0.2505,114,4364.97,10.95,1
60,135688.61,3,2,33.82,1,5,3,0.6655,342,29278.45,21.58,2
54,103329.49,9,5,19.99,1,1,2,0.1189,306,14719.96,14.25,2
29,35534.08,5,4,8.36,7,3,7,0.3767,260,9263.93,26.07,2
20,74443.66,3,7,18.22,6,1,5,0.2902,321,27631.87,37.12,2
18,98065.23,5,5,19.37,0,1,1,0.2564,198,31974.63,32.61,1
50,26267.65,4,8,31.91,6,4,1,0.1049,76,10847.5,41.3,0
57,134126.21,8,4,16.84,3,5,3,0.2213,274,27203.06,20.28,2
27,123486.48,5,6,33.6,1,0,3,0.4516,339,22907.68,18.55,2
60,83202.91,8,4,19.55,1,0,3,0.5034,214,34642.53,41.64,1
61,145562.09,9,2,34.21,4,4,4,0.2926,181,7298.95,5.01,2
46,71397.73,4,1,5.25,4,1,2,0.6352,244,33631.63,47.1,2
30,147854.89,7,1,31.96,2,2,2,0.3522,103,11171.47,7.56,1
29,105169.2,2,8,32.93,2,2,4,0.3805,352,14536.01,13.82,2
48,100680.62,6,4,33.83,4,0,1,0.7544,94,12687.14,12.6,0
63,37403.91,8,5,5.39,3,0,3,0.5468,257,9542.08,25.51,1
19,134060.25,7,11,10.15,2,9,5,0.9079,104,24324.15,18.14,0
68,72711.11,7,8,24.61,5,6,4,0.3734,334,20702.26,28.47,2
67,36901.51,8,7,5.76,5,5,5,0.7951,331,10838.08,29.37,1
52,16702.02,7,8,6.91,3,3,3,0.7145,159,4800.99,28.74,0
40,90567.02,5,8,11.63,4,6,1,0.8512,300,11244.67,12.42,1
34,86198.95,7,6,20.37,2,13,6,0.9111,288,13466.85,15.62,0
43,112112.74,3,10,21.38,1,5,6,0.0569,301,13446.74,11.99,2
25,135184.84,5,2,6.03,4,1,5,0.1295,36,12632.63,9.34,2
46,25719.89,7,6,10.11,2,4,3,0.6569,136,1895.54,7.37,1
43,113752.03,9,1,19.99,3,2,4,0.4012,221,16348.35,14.37,2
27,40300.61,2,1,22.82,5,4,2,0.7872,20,29300.04,72.7,0
43,130853.9,4,11,9.45,7,3,2,0.0608,331,6476.75,4.95,2
51,125573.57,7,3,16.97,3,9,1,0.7763,272,5268.88,4.2,2
68,88007.16,1,3,32.13,7,5,3,0.1717,291,16620.42,18.89,2
58,110882.78,2,11,34.97,2,1,3,0.3112,296,13096.98,11.81,2
24,57437.27,9,5,34.62,3,0,4,0.9222,48,19732.57,34.35,0
21,78607.67,7,1,31.45,2,2,6,0.0964,173,33158.19,42.18,1
67,125920.98,7,10,16.84,2,0,4,0.3641,354,26678.84,21.19,2
62,77000.8,6,6,25.6,7,1,4,0.1261,260,24109.62,31.31,1
28,63302.77,3,7,17.5,3,2,5,0.8182,175,14674.61,23.18,1
46,81718.68,3,10,24.46,0,2,2,0.6827,264,10200.12,12.48,1
53,126813.65,2,11,14.28,1,19,5,0.7703,351,19001.19,14.98,1
42,60253.09,6,3,23.19,4,1,1,0.5246,83,31013.43,51.47,0
38,38457.82,4,4,20.71,5,1,2,0.3719,344,30710.64,79.86,1
53,111121.89,5,10,5.73,1,0,5,0.052,90,15703.92,14.13,2
27,126507.06,3,11,28.72,4,3,2,0.3001,154,8768.47,6.93,2
54,28586.06,6,10,5.36,4,0,4,0.5131,206,8041.99,28.13,1
26,47383.01,3,10,13.79,5,4,4,0.6479,82,1382.8,2.92,0
41,34166.22,8,10,5.18,1,0,4,0.256,255,29524.72,86.41,1
52,61972.09,9,10,16.29,5,4,4,0.175,58,9416.36,15.19,0
66,75797.38,4,3,6.89,2,8,1,0.2315,305,12693.17,16.75,2
52,116091.56,9,1,32.41,5,0,4,0.3687,307,28360.72,24.43,2
65,102904.92,7,8,17.47,7,2,3,0.1835,298,4376.84,4.25,2
53,98825.36,3,10,18.78,7,3,4,0.1911,299,16250.95,16.44,2
35,62570.62,7,10,15.5,3,7,1,0.0894,114,4457.48,7.12,1
66,128595.42,1,2,23.83,0,3,2,0.8211,93,15576.33,12.11,1
56,78623.77,3,1,28.53,0,4,1,0.2478,171,1840.46,2.34,2
49,147179.17,6,8,24.44,0,7,2,0.7897,272,18213.27,12.37,2
41,100609.19,4,7,27.45,1,4,4,0.4445,98,27890.7,27.72,0
40,32045.74,7,7,32.18,7,2,3,0.6192,178,23735.12,74.07,0
49,106283.97,3,4,30.91,1,0,5,0.1181,69,17919.08,16.86,1
54,58889.04,1,11,25.22,2,6,3,0.5752,131,29040.8,49.31,0
29,107654.17,9,9,11.44,6,10,4,0.311,235,8127.02,7.55,1
66,24401.56,6,6,24.13,0,17,2,0.1357,110,29111.71,119.3,0
30,38608.99,8,2,20.18,2,13,5,0.8674,214,9817.45,25.43,0
40,130524.53,3,1,26.52,7,7,2,0.5933,67,12814.52,9.82,1
42,45669.24,8,1,29.99,6,5,2,0.2675,245,4669.37,10.22,1
52,128000.55,2,9,27.28,0,7,2,0.4277,66,3741.07,2.92,1
58,52702.27,4,4,30.4,1,2,2,0.3712,351,32637.48,61.93,0
47,101789.06,3,5,6.92,6,4,5,0.6805,17,6811.24,6.69,0
34,108710.33,1,3,5.95,3,2,3,0.5967,142,11798.71,10.85,1
66,84208.39,7,4,12.76,3,1,2,0.0678,200,18614.48,22.11,2
37,56216.94,2,8,32.02,3,7,6,0.228,79,12305.78,21.89,1
65,43706.99,4,4,29.71,5,3,0,0.4803,141,30480.64,69.74,0
42,19480.56,9,9,25.48,3,1,1,0.4509,48,31544.87,161.93,0
39,56032.76,6,9,26.02,4,1,6,0.515,44,11544.47,20.6,0
30,103176.98,8,6,26.8,0,9,7,0.6933,36,3402.56,3.3,0
36,141671.15,2,2,33.28,3,5,5,0.6638,147,7513.51,5.3,1
66,132612.61,7,10,29.97,6,3,5,0.3855,325,16708.87,12.6,2
53,118418.74,6,11,23.7,7,2,3,0.8398,358,10239.14,8.65,2
29,121440.39,9,7,24.97,4,2,3,0.1066,49,15980.83,13.16,1
58,104772.96,7,9,11.41,4,0,2,0.5761,193,26602.88,25.39,2
36,50138.73,1,6,24.72,4,3,2,0.9047,358,14838.22,29.59,1
29,137471.33,8,3,17.74,2,7,1,0.5442,7,7055.51,5.13,1
26,105548.86,3,7,9.59,6,2,1,0.4596,297,12657.27,11.99,2
24,90659.49,2,5,29.19,2,2,2,0.1705,316,26055.75,28.74,2
45,29983.58,3,1,20.31,4,0,4,0.7792,348,14957.36,49.89,1
31,75352.5,6,3,34.32,5,3,5,0.3864,330,8883.92,11.79,2
48,77148.37,3,5,13.45,3,0,2,0.6811,341,15073.93,19.54,2
69,131716.09,5,7,19.42,7,4,3,0.2278,301,16027.27,12.17,2
36,88797.51,6,3,18.44,0,3,3,0.0877,29,10513.93,11.84,1
64,66354.07,8,6,8.62,6,9,4,0.3249,109,34849.84,52.52,0
33,146868.04,7,5,17.78,5,4,8,0.3033,67,26913.39,18.32,1
22,29947.28,8,1,13.63,1,1,4,0.8361,158,24297.43,81.13,0
52,72044.04,3,10,9.81,2,3,4,0.8282,268,29949.37,41.57,0
29,20673.33,4,6,13.46,3,6,2,0.5305,299,23391.39,113.15,0
42,114887.06,6,8,12.0,3,0,3,0.0671,248,27726.12,24.13,2
69,138940.33,7,1,27.02,1,4,2,0.2555,347,14555.89,10.48,2
38,52805.04,9,2,5.92,1,12,0,0.6251,347,17612.94,33.35,2
53,130876.13,1,4,23.52,6,1,3,0.1413,352,1835.47,1.4,2
40,54449.46,8,2,27.82,3,4,2,0.6806,126,9966.49,18.3,0
33,137953.97,8,11,19.42,1,8,3,0.0608,358,13006.83,9.43,2
56,116784.86,6,9,32.95,3,3,1,0.6643,178,21966.36,18.81,1
62,123662.41,4,10,26.24,5,6,3,0.8101,108,16354.55,13.23,1
59,17430.89,3,8,27.44,6,1,0,0.4723,165,21352.77,122.5,0
56,144979.4,3,8,10.91,7,1,2,0.7962,262,25023.79,17.26,2
31,113100.58,6,4,28.32,1,5,3,0.7534,207,1686.61,1.49,0
48,56141.4,8,5,29.96,5,6,3,0.6543,50,9188.07,16.37,0
22,126968.28,7,4,15.84,5,13,0,0.4506,69,6147.45,4.84,1
52,53005.36,1,9,11.4,1,1,5,0.2947,201,6723.44,12.68,1
40,132821.77,6,2,16.55,6,3,2,0.8248,75,17708.76,13.33,1
46,30198.35,7,11,27.19,3,1,5,0.6337,186,25951.26,85.94,0
60,109997.61,7,8,17.53,7,0,3,0.7682,336,9692.64,8.81,2
28,87994.29,9,2,27.1,4,2,3,0.5468,252,28890.83,32.83,1
35,28032.15,5,1,8.41,3,2,3,0.2047,334,31257.49,111.51,0
64,47655.67,1,10,29.18,0,1,2,0.9315,163,12398.58,26.02,0
29,16674.54,2,3,12.6,1,1,5,0.2145,191,23911.21,143.4,0
26,78283.68,4,9,12.47,2,2,2,0.8701,236,4273.32,5.46,2
27,55670.81,5,3,22.71,6,22,2,0.2373,78,26092.18,46.87,0
61,95778.26,9,9,7.1,1,7,2,0.3864,60,5942.83,6.2,2
34,55127.1,1,7,5.79,0,0,3,0.4461,248,24122.07,43.76,1
55,55489.08,3,10,12.83,5,10,2,0.8792,307,14882.12,26.82,1
24,115331.08,5,1,21.14,2,5,2,0.8494,358,32510.28,28.19,2
63,21499.28,3,10,32.23,2,11,2,0.7909,220,16363.23,76.11,0
30,136890.82,4,5,30.39,3,2,1,0.389,20,1275.42,0.93,1
57,130055.62,3,9,19.71,4,3,3,0.054,152,16927.28,13.02,2
59,105153.63,4,3,6.11,3,11,0,0.6634,149,27883.36,26.52,1
26,95084.91,1,9,21.06,6,1,1,0.4199,30,22718.53,23.89,1
67,135460.84,8,5,26.14,2,12,6,0.7314,104,33827.77,24.97,0
44,40019.57,4,9,15.17,7,8,1,0.7654,184,29545.88,73.83,0
19,25660.84,7,10,8.33,7,19,5,0.4458,338,18524.0,72.19,0
22,47333.87,2,6,13.36,2,1,2,0.7233,179,7386.92,15.61,1
46,122268.07,2,9,28.15,7,1,5,0.8059,268,331.36,0.27,1
54,19680.49,6,7,15.54,7,2,3,0.8856,295,34321.48,174.39,0
55,93678.92,2,7,29.36,4,15,0,0.5742,63,32853.53,35.07,0
36,149384.06,6,8,14.59,6,2,1,0.7506,339,9740.21,6.52,2
25,130518.97,2,7,9.91,1,4,3,0.4951,284,22409.91,17.17,2
65,85395.17,4,9,18.08,4,2,0,0.0875,150,25577.54,29.95,2
62,23591.52,7,11,18.57,5,2,1,0.1897,127,20314.87,86.11,0
18,127235.42,8,9,5.48,3,1,0,0.1654,32,29535.07,23.21,2
39,95862.1,3,6,8.51,7,3,4,0.2046,71,2908.3,3.03,1
69,30515.95,9,7,10.55,1,9,1,0.0592,106,31397.99,102.89,0
34,27670.73,2,2,8.41,3,0,0,0.8228,99,13842.26,50.02,0
24,137799.62,8,9,15.25,7,11,2,0.5541,72,16928.01,12.28,1
42,105342.04,8,1,33.94,4,5,4,0.3948,255,15676.73,14.88,1
62,126953.72,4,1,20.28,1,4,4,0.4188,147,18688.76,14.72,1
21,133662.15,1,3,23.83,4,4,4,0.467,272,21016.26,15.72,2
53,92189.27,1,6,15.69,5,1,1,0.1165,45,24919.95,27.03,1
23,84855.26,2,5,14.7,0,2,3,0.2972,220,18467.92,21.76,2
48,73107.7,9,2,5.69,2,8,2,0.8165,136,24030.11,32.87,0
36,57787.79,2,9,20.01,6,1,1,0.7193,6,11972.75,20.72,0
61,73670.45,2,10,19.51,1,3,0,0.5571,14,32796.49,44.52,0
56,119473.75,6,4,9.73,2,0,4,0.4826,334,2445.68,2.05,2
44,96259.66,7,4,27.93,0,6,2,0.2831,337,19184.81,19.93,2
